LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
CHN,CCI,AMPLITUD,LTRENDIDX,M,2014-07,97.53362,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2014-08,97.55389,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2014-09,97.62646,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2014-10,97.64632,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2014-11,97.86954,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2014-12,98.15161,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2015-01,98.5031,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2015-02,98.91873,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2015-03,98.9889,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2015-04,99.00441,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2015-05,98.88506,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2015-06,98.34958,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2015-07,97.88787,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2015-08,97.67966,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2015-09,97.66312,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2015-10,97.56503,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2015-11,97.51072,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2015-12,97.45462,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2016-01,97.34585,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2016-02,97.03594,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2016-03,96.49888,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2016-04,96.28936,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2016-05,96.44813,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2016-06,97.08237,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2016-07,97.76193,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2016-08,98.03467,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2016-09,98.19317,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2016-10,98.55697,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2016-11,98.94328,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2016-12,99.2673,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2017-01,99.67513,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2017-02,100.1455,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2017-03,100.3788,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2017-04,100.5872,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2017-05,100.6685,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2017-06,100.8873,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2017-07,101.2745,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2017-08,101.8912,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2017-09,102.9229,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2017-10,103.8777,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2017-11,104.2234,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2017-12,104.3978,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2018-01,104.4995,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2018-02,104.5948,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2018-03,104.5054,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2018-04,104.3432,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2018-05,103.9694,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2018-06,103.379,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2018-07,103.0746,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2018-08,102.9144,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2018-09,102.9722,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2018-10,103.3269,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2018-11,103.931,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2018-12,104.4779,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2019-01,104.9102,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2019-02,105.2074,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2019-03,105.2121,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2019-04,105.1865,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2019-05,105.1026,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2019-06,105.1134,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2019-07,104.9316,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2019-08,104.7465,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2019-09,104.8488,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2019-10,105.0748,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2019-11,105.3339,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2019-12,105.4573,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2020-01,105.0496,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2020-02,104.1076,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2020-03,103.3535,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2020-04,102.3958,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2020-05,101.7068,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2020-06,101.43,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2020-07,101.846,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2020-08,102.4631,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2020-09,103.3069,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2020-10,104.0065,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2020-11,104.4714,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2020-12,104.6366,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2021-01,104.8509,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2021-02,105.0068,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2021-03,104.5863,
CHN,CCI,AMPLITUD,LTRENDIDX,M,2021-04,104.0619,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2014-01,101.9189,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2014-02,101.8552,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2014-03,101.6206,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2014-04,101.392,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2014-05,101.3213,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2014-06,101.2988,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2014-07,101.1859,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2014-08,100.8577,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2014-09,100.4776,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2014-10,100.0973,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2014-11,99.87516,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2014-12,99.95026,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2015-01,100.2601,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2015-02,100.5668,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2015-03,100.7336,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2015-04,100.7827,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2015-05,100.7893,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2015-06,100.6699,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2015-07,100.4804,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2015-08,100.251,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2015-09,100.1159,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2015-10,100.1781,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2015-11,100.3613,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2015-12,100.5098,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2016-01,100.4677,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2016-02,100.3156,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2016-03,100.1693,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2016-04,100.0489,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2016-05,100.0049,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2016-06,100.097,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2016-07,100.2557,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2016-08,100.3727,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2016-09,100.3643,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2016-10,100.3584,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2016-11,100.48,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2016-12,100.5336,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2017-01,100.6096,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2017-02,100.6875,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2017-03,100.822,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2017-04,100.9038,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2017-05,100.9294,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2017-06,100.9807,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2017-07,101.1579,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2017-08,101.3269,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2017-09,101.5484,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2017-10,101.7273,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2017-11,101.7549,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2017-12,101.6744,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2018-01,101.572,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2018-02,101.4757,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2018-03,101.4369,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2018-04,101.3037,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2018-05,101.0827,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2018-06,100.8096,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2018-07,100.6893,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2018-08,100.6607,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2018-09,100.7192,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2018-10,100.7029,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2018-11,100.4563,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2018-12,100.0894,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2019-01,99.86048,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2019-02,99.85458,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2019-03,100.0103,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2019-04,100.146,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2019-05,100.168,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2019-06,100.0366,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2019-07,99.82422,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2019-08,99.6048,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2019-09,99.4431,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2019-10,99.47266,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2019-11,99.59211,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2019-12,99.73906,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2020-01,99.81118,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2020-02,99.70133,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2020-03,99.24569,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2020-04,98.81916,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2020-05,98.94127,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2020-06,99.22557,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2020-07,99.26929,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2020-08,99.27946,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2020-09,99.48296,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2020-10,99.71165,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2020-11,100.0486,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2020-12,100.4783,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2021-01,100.711,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2021-02,100.8866,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2021-03,101.1599,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2021-04,101.5245,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2021-05,101.9649,
BEL,CCI,AMPLITUD,LTRENDIDX,M,2021-06,102.476,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2014-01,99.14652,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2014-02,98.75748,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2014-03,98.3837,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2014-04,98.12888,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2014-05,98.38028,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2014-06,98.82657,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2014-07,98.86618,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2014-08,98.31551,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2014-09,97.82288,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2014-10,97.76989,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2014-11,97.8569,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2014-12,97.98073,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2015-01,98.10637,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2015-02,98.34935,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2015-03,98.68513,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2015-04,99.03602,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2015-05,99.22402,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2015-06,99.1972,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2015-07,99.13028,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2015-08,98.9155,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2015-09,98.55934,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2015-10,98.35609,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2015-11,98.41933,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2015-12,98.39043,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2016-01,98.36488,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2016-02,98.13775,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2016-03,98.13636,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2016-04,98.45171,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2016-05,98.92226,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2016-06,99.56085,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2016-07,100.0841,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2016-08,100.7169,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2016-09,101.1746,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2016-10,101.4319,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2016-11,101.4301,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2016-12,101.3969,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2017-01,101.2715,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2017-02,101.2321,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2017-03,101.4914,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2017-04,101.7179,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2017-05,101.8072,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2017-06,101.8617,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2017-07,102.0599,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2017-08,102.396,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2017-09,102.7703,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2017-10,102.9829,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2017-11,103.019,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2017-12,103.1662,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2018-01,102.9066,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2018-02,102.6246,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2018-03,102.3003,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2018-04,101.9968,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2018-05,101.7732,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2018-06,101.5748,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2018-07,101.6225,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2018-08,101.7445,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2018-09,101.659,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2018-10,101.2643,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2018-11,100.7245,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2018-12,100.204,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2019-01,99.83083,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2019-02,99.68034,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2019-03,99.61281,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2019-04,99.50624,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2019-05,99.2415,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2019-06,98.89129,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2019-07,98.73753,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2019-08,98.71442,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2019-09,98.72718,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2019-10,98.67511,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2019-11,98.80991,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2019-12,98.83948,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2020-01,98.65889,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2020-02,98.19723,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2020-03,97.39193,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2020-04,96.73297,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2020-05,97.1198,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2020-06,98.08755,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2020-07,98.69839,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2020-08,98.67671,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2020-09,98.49922,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2020-10,98.46826,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2020-11,98.72437,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2020-12,99.07107,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2021-01,99.62592,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2021-02,100.1027,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2021-03,100.6583,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2021-04,101.5402,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2021-05,102.0354,
FIN,CCI,AMPLITUD,LTRENDIDX,M,2021-06,102.475,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2014-01,101.2107,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2014-02,101.2865,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2014-03,101.33,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2014-04,101.3348,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2014-05,101.3048,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2014-06,101.2283,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2014-07,101.0883,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2014-08,100.9182,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2014-09,100.7582,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2014-10,100.6416,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2014-11,100.5716,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2014-12,100.5598,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2015-01,100.6193,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2015-02,100.6982,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2015-03,100.7268,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2015-04,100.6448,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2015-05,100.4783,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2015-06,100.251,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2015-07,99.97882,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2015-08,99.7261,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2015-09,99.5838,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2015-10,99.62836,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2015-11,99.77023,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2015-12,99.90105,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2016-01,99.94364,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2016-02,99.91299,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2016-03,99.82877,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2016-04,99.70107,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2016-05,99.56979,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2016-06,99.48532,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2016-07,99.49302,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2016-08,99.57063,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2016-09,99.70232,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2016-10,99.88261,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2016-11,100.0663,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2016-12,100.1965,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2017-01,100.2287,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2017-02,100.2091,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2017-03,100.193,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2017-04,100.2161,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2017-05,100.2611,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2017-06,100.2958,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2017-07,100.2896,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2017-08,100.24,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2017-09,100.1377,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2017-10,99.97569,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2017-11,99.81063,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2017-12,99.72075,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2018-01,99.76687,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2018-02,99.87827,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2018-03,99.96162,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2018-04,99.94467,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2018-05,99.84796,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2018-06,99.69569,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2018-07,99.50633,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2018-08,99.33872,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2018-09,99.27335,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2018-10,99.37179,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2018-11,99.53393,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2018-12,99.62811,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2019-01,99.55752,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2019-02,99.39453,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2019-03,99.23503,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2019-04,99.14507,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2019-05,99.1041,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2019-06,99.08261,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2019-07,99.07098,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2019-08,99.0886,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2019-09,99.17928,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2019-10,99.37723,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2019-11,99.6001,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2019-12,99.72851,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2020-01,99.66076,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2020-02,99.46189,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2020-03,99.19883,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2020-04,98.9066,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2020-05,98.61882,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2020-06,98.37418,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2020-07,98.21855,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2020-08,98.164,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2020-09,98.25864,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2020-10,98.55554,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2020-11,98.9323,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2020-12,99.2391,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2021-01,99.36667,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2021-02,99.38445,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2021-03,99.38033,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2021-04,99.41018,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2021-05,99.46939,
NZL,CCI,AMPLITUD,LTRENDIDX,M,2021-06,99.54053,
G-7,CCI,AMPLITUD,LTRENDIDX,M,2014-01,99.378,
G-7,CCI,AMPLITUD,LTRENDIDX,M,2014-02,99.44053,
G-7,CCI,AMPLITUD,LTRENDIDX,M,2014-03,99.50974,
G-7,CCI,AMPLITUD,LTRENDIDX,M,2014-04,99.62669,
G-7,CCI,AMPLITUD,LTRENDIDX,M,2014-05,99.70178,
G-7,CCI,AMPLITUD,LTRENDIDX,M,2014-06,99.7263,
G-7,CCI,AMPLITUD,LTRENDIDX,M,2014-07,99.71116,
G-7,CCI,AMPLITUD,LTRENDIDX,M,2014-08,99.71246,
G-7,CCI,AMPLITUD,LTRENDIDX,M,2014-09,99.75751,
G-7,CCI,AMPLITUD,LTRENDIDX,M,2014-10,99.87235,
G-7,CCI,AMPLITUD,LTRENDIDX,M,2014-11,100.0599,
G-7,CCI,AMPLITUD,LTRENDIDX,M,2014-12,100.344,
G-7,CCI,AMPLITUD,LTRENDIDX,M,2015-01,100.6114,
G-7,CCI,AMPLITUD,LTRENDIDX,M,2015-02,100.7438,
G-7,CCI,AMPLITUD,LTRENDIDX,M,2015-03,100.7825,
